(myenv) gowrav8849@PAVILION:~/V2/refactored$ python run_experiments.py --models gcn gat h2gcn linkx --datasets cornell citeseer cornell pubmed texas wisconsin actor --feature-settings full none random topk --selectors variance correlation random_forest --topk-values 16 64 256 --seeds 0 1 2
2026-04-28 17:46:51,156 | I | runner | Run texas_gcn_random_s1 | acc=0.5135 f1=0.1863 auc=nan
2026-04-28 17:46:52,147 | I | runner | Run texas_gcn_topk_variance_k16_s1 | acc=0.6486 f1=0.2643 auc=nan
2026-04-28 17:46:53,134 | I | runner | Run texas_gcn_topk_variance_k64_s1 | acc=0.6757 f1=0.3411 auc=nan
2026-04-28 17:46:54,175 | I | runner | Run texas_gcn_topk_variance_k256_s1 | acc=0.6216 f1=0.2018 auc=nan
2026-04-28 17:46:55,166 | I | runner | Run texas_gcn_topk_correlation_k16_s1 | acc=0.5946 f1=0.2467 auc=nan
2026-04-28 17:46:56,223 | I | runner | Run texas_gcn_topk_correlation_k64_s1 | acc=0.6757 f1=0.3165 auc=nan
2026-04-28 17:46:57,365 | I | runner | Run texas_gcn_topk_correlation_k256_s1 | acc=0.6757 f1=0.3304 auc=nan
2026-04-28 17:46:58,540 | I | runner | Run texas_gcn_topk_random_forest_k16_s1 | acc=0.6757 f1=0.3165 auc=nan
2026-04-28 17:46:59,754 | I | runner | Run texas_gcn_topk_random_forest_k64_s1 | acc=0.6757 f1=0.3304 auc=nan
2026-04-28 17:47:01,062 | I | runner | Run texas_gcn_topk_random_forest_k256_s1 | acc=0.7027 f1=0.3955 auc=nan
2026-04-28 17:47:02,583 | I | runner | Run texas_gcn_full_s2 | acc=0.6486 f1=0.2716 auc=nan
2026-04-28 17:47:03,249 | I | runner | Run texas_gcn_none_s2 | acc=0.6216 f1=0.2589 auc=nan
2026-04-28 17:47:03,947 | I | runner | Run texas_gcn_random_s2 | acc=0.6216 f1=0.2870 auc=nan
2026-04-28 17:47:04,857 | I | runner | Run texas_gcn_topk_variance_k16_s2 | acc=0.6216 f1=0.1917 auc=nan
2026-04-28 17:47:05,711 | I | runner | Run texas_gcn_topk_variance_k64_s2 | acc=0.6486 f1=0.1967 auc=nan
2026-04-28 17:47:07,228 | I | runner | Run texas_gcn_topk_variance_k256_s2 | acc=0.6216 f1=0.2575 auc=nan
2026-04-28 17:47:08,118 | I | runner | Run texas_gcn_topk_correlation_k16_s2 | acc=0.5946 f1=0.2467 auc=nan
2026-04-28 17:47:09,001 | I | runner | Run texas_gcn_topk_correlation_k64_s2 | acc=0.6757 f1=0.3268 auc=nan
2026-04-28 17:47:10,488 | I | runner | Run texas_gcn_topk_correlation_k256_s2 | acc=0.6757 f1=0.3202 auc=nan
2026-04-28 17:47:11,684 | I | runner | Run texas_gcn_topk_random_forest_k16_s2 | acc=0.6216 f1=0.2611 auc=nan
2026-04-28 17:47:13,022 | I | runner | Run texas_gcn_topk_random_forest_k64_s2 | acc=0.6757 f1=0.3165 auc=nan
2026-04-28 17:47:14,463 | I | runner | Run texas_gcn_topk_random_forest_k256_s2 | acc=0.6757 f1=0.3202 auc=nan
2026-04-28 17:47:15,983 | I | runner | Run wisconsin_gcn_full_s0 | acc=0.5686 f1=0.2271 auc=0.6458
2026-04-28 17:47:17,055 | I | runner | Run wisconsin_gcn_none_s0 | acc=0.4902 f1=0.1907 auc=0.6468
2026-04-28 17:47:18,187 | I | runner | Run wisconsin_gcn_random_s0 | acc=0.2157 f1=0.2009 auc=0.4855
2026-04-28 17:47:20,718 | I | runner | Run wisconsin_gcn_topk_variance_k16_s0 | acc=0.5490 f1=0.2333 auc=0.7382
2026-04-28 17:47:21,738 | I | runner | Run wisconsin_gcn_topk_variance_k64_s0 | acc=0.5490 f1=0.2171 auc=0.6965
2026-04-28 17:47:22,681 | I | runner | Run wisconsin_gcn_topk_variance_k256_s0 | acc=0.5882 f1=0.2429 auc=0.6723
2026-04-28 17:47:23,849 | I | runner | Run wisconsin_gcn_topk_correlation_k16_s0 | acc=0.5686 f1=0.2278 auc=0.7619
2026-04-28 17:47:24,829 | I | runner | Run wisconsin_gcn_topk_correlation_k64_s0 | acc=0.5490 f1=0.2076 auc=0.6948
